,Player,Runs,BF,SR,4s,6s,Against,Venue,Match Date
926,Michael Hussey,56,33,169.69,7,2,DC,Wankhede Stadium,23-May-14
927,Shikhar Dhawan,33,20,165,7,0,RR,Narendra Modi Stadium,08-May-14
928,Sanju Samson,74,47,157.44,7,3,MI,Wankhede Stadium,25-May-14
929,Dinesh Karthik,69,44,156.81,7,3,PBKS,Arun Jaitley Stadium,19-May-14
930,Ambati Rayudu,68,46,147.82,7,2,SRH,Rajiv Gandhi Intl. Cricket Stadium,12-May-14
931,Gautam Gambhir,63,45,140,7,0,PBKS,Barabati Stadium,11-May-14
932,Murali Vijay,52,40,130,7,1,SRH,Dubai International Stadium,25-Apr-14
933,Shikhar Dhawan,50,39,128.2,7,1,RCB,Rajiv Gandhi Intl. Cricket Stadium,20-May-14
934,Parthiv Patel,57,45,126.66,7,0,MI,Dubai International Stadium,19-Apr-14
935,Aaron Finch,68,62,109.67,7,2,MI,Rajiv Gandhi Intl. Cricket Stadium,12-May-14
936,George Bailey,40,13,307.69,6,2,CSK,Barabati Stadium,07-May-14
937,Glenn Maxwell,90,38,236.84,6,8,CSK,Barabati Stadium,07-May-14
938,Shakib Al Hasan,46,21,219.04,6,2,CSK,Eden Gardens,20-May-14
939,AB de Villiers,89,41,217.07,6,8,SRH,M. Chinnaswamy Stadium,04-May-14
940,Dwayne Smith,50,28,178.57,6,3,RR,Dubai International Stadium,23-Apr-14
941,David Warner,55,31,177.41,6,2,MI,Rajiv Gandhi Intl. Cricket Stadium,12-May-14
942,Suresh Raina,47,27,174.07,6,1,DC,Arun Jaitley Stadium,05-May-14
943,Quinton de Kock,48,30,160,6,1,SRH,Dubai International Stadium,25-Apr-14
944,Gautam Gambhir,54,34,158.82,6,1,RR,Narendra Modi Stadium,05-May-14
945,Dwayne Smith,66,43,153.48,6,3,PBKS,Zayed Cricket Stadium,18-Apr-14
946,Kevin Pietersen,49,32,153.12,6,1,PBKS,Arun Jaitley Stadium,19-May-14
947,Kevin Pietersen,44,31,141.93,6,1,MI,Wankhede Stadium,23-May-14
948,Kieron Pollard,43,31,138.7,6,0,RCB,Wankhede Stadium,06-May-14
949,Robin Uthappa,55,41,134.14,6,1,DC,Dubai International Stadium,19-Apr-14
950,Suresh Raina,62,48,129.16,6,1,RCB,JSCA Stadium,18-May-14
951,Manan Vohra,67,52,128.84,6,2,KKR,M. Chinnaswamy Stadium,01-Jun-14
952,Ajinkya Rahane,72,59,122.03,6,1,KKR,Zayed Cricket Stadium,29-Apr-14
953,Lendl Simmons,62,51,121.56,6,2,RR,Narendra Modi Stadium,19-May-14
954,Manish Pandey,64,53,120.75,6,2,MI,Zayed Cricket Stadium,16-Apr-14
955,Ajinkya Rahane,59,53,111.32,6,0,SRH,Zayed Cricket Stadium,18-Apr-14
956,Cheteshwar Pujara,35,32,109.37,6,0,SRH,Sharjah Cricket Stadium,22-Apr-14
957,Yusuf Pathan,72,22,327.27,5,7,SRH,Eden Gardens,24-May-14
958,Ambati Rayudu,30,10,300,5,1,RR,Wankhede Stadium,25-May-14
959,Manan Vohra,47,20,235,5,2,SRH,Rajiv Gandhi Intl. Cricket Stadium,14-May-14
960,Glenn Maxwell,95,43,220.93,5,9,SRH,Sharjah Cricket Stadium,22-Apr-14
961,David Miller,38,19,200,5,1,CSK,Wankhede Stadium,30-May-14
962,Steve Smith,27,15,180,5,0,PBKS,Sharjah Cricket Stadium,20-Apr-14
963,Faf du Plessis,35,20,175,5,1,MI,Brabourne Stadium,28-May-14
964,Shane Watson,50,29,172.41,5,3,PBKS,Sharjah Cricket Stadium,20-Apr-14
965,Glenn Maxwell,45,27,166.66,5,2,MI,Wankhede Stadium,03-May-14
966,JP Duminy,28,17,164.7,5,0,CSK,Arun Jaitley Stadium,05-May-14
967,Shakib Al Hasan,60,38,157.89,5,3,RCB,Eden Gardens,22-May-14
968,Jacques Kallis,72,46,156.52,5,3,MI,Zayed Cricket Stadium,16-Apr-14
969,Lendl Simmons,67,44,152.27,5,4,CSK,Brabourne Stadium,28-May-14
970,David Hussey,50,33,151.51,5,2,SRH,JSCA Stadium,22-May-14
971,Shikhar Dhawan,33,22,150,5,1,DC,Dubai International Stadium,25-Apr-14
972,David Miller,47,32,146.87,5,2,CSK,Barabati Stadium,07-May-14
973,Lendl Simmons,35,25,140,5,0,DC,Wankhede Stadium,23-May-14
974,Brendon McCullum,56,40,140,5,2,KKR,JSCA Stadium,02-May-14
975,Dinesh Karthik,56,40,140,5,2,KKR,Dubai International Stadium,19-Apr-14
976,Manoj Tiwary,61,44,138.63,5,2,RR,Narendra Modi Stadium,15-May-14
977,Robin Uthappa,47,34,138.23,5,1,DC,Arun Jaitley Stadium,07-May-14
978,Shane Watson,33,24,137.5,5,0,KKR,Zayed Cricket Stadium,29-Apr-14
979,Parthiv Patel,26,19,136.84,5,0,MI,Wankhede Stadium,06-May-14
980,Suresh Raina,56,41,136.58,5,1,DC,Zayed Cricket Stadium,21-Apr-14
981,Lendl Simmons,68,50,136,5,4,SRH,Rajiv Gandhi Intl. Cricket Stadium,12-May-14
982,Manoj Tiwary,41,31,132.25,5,1,MI,Wankhede Stadium,23-May-14
983,Parthiv Patel,37,28,132.14,5,1,DC,Sharjah Cricket Stadium,17-Apr-14
984,Virender Sehwag,30,23,130.43,5,1,CSK,Barabati Stadium,07-May-14
985,Ambati Rayudu,35,27,129.62,5,0,SRH,Dubai International Stadium,30-Apr-14
986,Quinton de Kock,42,33,127.27,5,1,RR,Arun Jaitley Stadium,03-May-14
987,Dwayne Smith,44,35,125.71,5,2,RR,JSCA Stadium,13-May-14
988,Yogesh Takawale,45,36,125,5,1,KKR,Eden Gardens,22-May-14
989,Virender Sehwag,30,24,125,5,0,RCB,M. Chinnaswamy Stadium,09-May-14
990,Robin Uthappa,65,52,125,5,3,RR,Narendra Modi Stadium,05-May-14
991,Robin Uthappa,47,38,123.68,5,1,CSK,JSCA Stadium,02-May-14
992,Gautam Gambhir,69,56,123.21,5,2,DC,Arun Jaitley Stadium,07-May-14
993,Shikhar Dhawan,45,37,121.62,5,2,PBKS,Rajiv Gandhi Intl. Cricket Stadium,14-May-14
994,Robin Uthappa,40,33,121.21,5,1,SRH,Rajiv Gandhi Intl. Cricket Stadium,18-May-14
995,Axar Patel,42,35,120,5,1,DC,Arun Jaitley Stadium,19-May-14
996,Shaun Marsh,40,35,114.28,5,1,RR,IS Bindra Stadium,23-May-14
997,Manish Pandey,48,42,114.28,5,0,DC,Dubai International Stadium,19-Apr-14
998,Naman Ojha,26,23,113.04,5,1,KKR,Eden Gardens,24-May-14
999,Dwayne Smith,57,51,111.76,5,3,MI,Wankhede Stadium,10-May-14
1000,Aaron Finch,44,45,97.77,5,0,CSK,Sharjah Cricket Stadium,27-Apr-14
1001,Shikhar Dhawan,29,31,93.54,5,0,KKR,Eden Gardens,24-May-14
1002,Brendon McCullum,32,35,91.42,5,0,DC,Arun Jaitley Stadium,05-May-14
1003,Steve Smith,48,21,228.57,4,4,RCB,M. Chinnaswamy Stadium,11-May-14
1004,Manan Vohra,42,19,221.05,4,3,DC,Arun Jaitley Stadium,19-May-14
1005,Naman Ojha,79,36,219.44,4,7,PBKS,Rajiv Gandhi Intl. Cricket Stadium,14-May-14
1006,Karun Nair,48,24,200,4,3,MI,Narendra Modi Stadium,19-May-14
1007,Dwayne Smith,34,17,200,4,1,RCB,M. Chinnaswamy Stadium,24-May-14
1008,AB de Villiers,33,17,194.11,4,1,DC,M. Chinnaswamy Stadium,13-May-14
1009,Virender Sehwag,19,10,190,4,0,CSK,Zayed Cricket Stadium,18-Apr-14
1010,Kevin Pietersen,35,19,184.21,4,2,SRH,Arun Jaitley Stadium,10-May-14
1011,MS Dhoni,49,28,175,4,3,RCB,M. Chinnaswamy Stadium,24-May-14
1012,Faf du Plessis,19,11,172.72,4,0,SRH,JSCA Stadium,22-May-14
1013,Suresh Raina,54,32,168.75,4,2,MI,Brabourne Stadium,28-May-14
1014,Dwayne Smith,47,28,167.85,4,4,SRH,JSCA Stadium,22-May-14
1015,Dinesh Karthik,36,22,163.63,4,1,KKR,Arun Jaitley Stadium,07-May-14
1016,Virat Kohli,67,41,163.41,4,4,SRH,Rajiv Gandhi Intl. Cricket Stadium,20-May-14
1017,Gautam Gambhir,28,18,155.55,4,1,SRH,Eden Gardens,24-May-14
1018,Dwayne Smith,79,51,154.9,4,8,DC,Arun Jaitley Stadium,05-May-14
1019,Stuart Binny,48,32,150,4,1,SRH,Zayed Cricket Stadium,18-Apr-14
1020,Brendon McCullum,67,45,148.88,4,5,PBKS,Zayed Cricket Stadium,18-Apr-14
1021,Dwayne Smith,66,46,143.47,4,5,SRH,Sharjah Cricket Stadium,27-Apr-14
1022,Rohit Sharma,30,21,142.85,4,0,DC,Wankhede Stadium,23-May-14
1023,Dinesh Karthik,51,36,141.66,4,3,CSK,Arun Jaitley Stadium,05-May-14
1024,Robin Uthappa,42,30,140,4,2,PBKS,Eden Gardens,28-May-14
1025,JP Duminy,67,48,139.58,4,3,RCB,Sharjah Cricket Stadium,17-Apr-14
1026,Mayank Agarwal,25,18,138.88,4,0,SRH,Arun Jaitley Stadium,10-May-14
1027,David Miller,47,34,138.23,4,2,DC,IS Bindra Stadium,25-May-14
1028,Robin Uthappa,41,30,136.66,4,2,SRH,Eden Gardens,24-May-14
1029,Shikhar Dhawan,19,14,135.71,4,0,KKR,Rajiv Gandhi Intl. Cricket Stadium,18-May-14
1030,Wriddhiman Saha,27,20,135,4,0,RR,IS Bindra Stadium,23-May-14
1031,Virat Kohli,31,23,134.78,4,0,KKR,Sharjah Cricket Stadium,24-Apr-14
1032,Shikhar Dhawan,64,49,130.61,4,2,CSK,JSCA Stadium,22-May-14
1033,David Miller,26,20,130,4,0,RCB,Dubai International Stadium,28-Apr-14
1034,Mitchell Starc,29,23,126.08,4,0,PBKS,M. Chinnaswamy Stadium,09-May-14
1035,JP Duminy,39,31,125.8,4,1,RR,Arun Jaitley Stadium,03-May-14
1036,Karun Nair,44,35,125.71,4,1,KKR,Narendra Modi Stadium,05-May-14
1037,Wriddhiman Saha,59,47,125.53,4,3,MI,Wankhede Stadium,03-May-14
1038,David Warner,61,49,124.48,4,3,RCB,M. Chinnaswamy Stadium,04-May-14
1039,Suresh Raina,31,25,124,4,1,KKR,JSCA Stadium,02-May-14
1040,Manan Vohra,47,38,123.68,4,2,DC,IS Bindra Stadium,25-May-14
1041,Virender Sehwag,32,26,123.07,4,0,RCB,Dubai International Stadium,28-Apr-14
1042,Aditya Tare,23,19,121.05,4,0,CSK,Dubai International Stadium,25-Apr-14
1043,Ajinkya Rahane,23,19,121.05,4,0,RCB,Zayed Cricket Stadium,26-Apr-14
1044,Ambati Rayudu,48,40,120,4,0,KKR,Zayed Cricket Stadium,16-Apr-14
1045,Dwayne Smith,24,20,120,4,0,MI,Brabourne Stadium,28-May-14
1046,Michael Hussey,39,33,118.18,4,1,CSK,Brabourne Stadium,28-May-14
1047,Murali Vijay,40,34,117.64,4,1,MI,Sharjah Cricket Stadium,27-Apr-14
1048,Ben Dunk,20,17,117.64,4,0,SRH,Dubai International Stadium,30-Apr-14
1049,Rohit Sharma,39,34,114.7,4,2,PBKS,Wankhede Stadium,03-May-14
1050,AB de Villiers,133,59,225.42,19,4,MI,Wankhede Stadium,10-May-15
1051,Rohit Sharma,98,65,150.76,12,4,KKR,Eden Gardens,08-Apr-15
1052,David Warner,61,28,217.85,11,1,CSK,Rajiv Gandhi Intl. Cricket Stadium,02-May-15
1053,Shreyas Iyer,70,49,142.85,10,1,CSK,Shaheed Veer Narayan Singh International Cricket Stadium,12-May-15
1054,David Warner,58,41,141.46,10,1,PBKS,IS Bindra Stadium,27-Apr-15
1055,Andre Russell,66,36,183.33,9,2,PBKS,Maharashtra Cricket Association's International Stadium,18-Apr-15
1056,Quinton de Kock,69,39,176.92,9,3,RCB,M. Chinnaswamy Stadium,17-May-15
1057,Shane Watson,104,59,176.27,9,5,KKR,Brabourne Stadium,16-May-15
1058,Steve Smith,68,40,170,9,2,SRH,Brabourne Stadium,07-May-15
1059,Ajinkya Rahane,91,54,168.51,9,3,DC,Brabourne Stadium,03-May-15
1060,David Warner,91,55,165.45,9,4,KKR,ACA-VDCA Stadium,22-Apr-15
1061,Quinton de Kock,50,31,161.29,9,1,SRH,Shaheed Veer Narayan Singh International Cricket Stadium,09-May-15
1062,Parthiv Patel,51,37,137.83,9,0,SRH,Rajiv Gandhi Intl. Cricket Stadium,17-May-15
1063,Lendl Simmons,59,44,134.09,9,2,RCB,M. Chinnaswamy Stadium,19-Apr-15
1064,Lendl Simmons,71,56,126.78,9,1,PBKS,IS Bindra Stadium,03-May-15
1065,AB de Villiers,57,45,126.66,9,1,RR,M. Chinnaswamy Stadium,29-Apr-15
1066,Dwayne Smith,57,48,118.75,9,1,MI,Eden Gardens,24-May-15
1067,Ajinkya Rahane,62,56,110.71,9,0,SRH,ACA-VDCA Stadium,16-Apr-15
1068,Dwayne Smith,62,30,206.66,8,4,MI,Wankhede Stadium,17-Apr-15
1069,Hardik Pandya,61,31,196.77,8,2,KKR,Wankhede Stadium,14-May-15
1070,Kedar Jadhav,63,34,185.29,8,2,SRH,Shaheed Veer Narayan Singh International Cricket Stadium,09-May-15
1071,Dwayne Bravo,62,36,172.22,8,1,RR,Narendra Modi Stadium,19-Apr-15
1072,Unmukt Chand,58,37,156.75,8,2,RCB,M. Chinnaswamy Stadium,19-Apr-15
1073,Lendl Simmons,68,45,151.11,8,3,CSK,Eden Gardens,24-May-15
1074,Brendon McCullum,66,44,150,8,3,PBKS,Chidambaram,25-Apr-15
1075,Steve Smith,79,53,149.05,8,1,MI,Narendra Modi Stadium,14-Apr-15
1076,Albie Morkel,73,55,132.72,8,1,CSK,Chidambaram,09-Apr-15
1077,Gautam Gambhir,60,49,122.44,8,0,DC,Arun Jaitley Stadium,20-Apr-15
1078,Kieron Pollard,70,34,205.88,7,5,RR,Narendra Modi Stadium,14-Apr-15
1079,Chris Gayle,117,57,205.26,7,12,PBKS,M. Chinnaswamy Stadium,06-May-15
1080,Brendon McCullum,100,56,178.57,7,9,SRH,Chidambaram,11-Apr-15
1081,Chris Gayle,96,56,171.42,7,7,KKR,Eden Gardens,11-Apr-15
1082,Sanju Samson,76,46,165.21,7,3,MI,Wankhede Stadium,01-May-15
1083,Mandeep Singh,54,34,158.82,7,2,RR,Maharashtra Cricket Association's International Stadium,20-May-15
1084,Shreyas Iyer,83,56,148.21,7,5,MI,Arun Jaitley Stadium,23-Apr-15
1085,Shikhar Dhawan,42,29,144.82,7,1,MI,Wankhede Stadium,25-Apr-15
1086,Mayank Agarwal,68,48,141.66,7,2,PBKS,Maharashtra Cricket Association's International Stadium,15-Apr-15
1087,Robin Uthappa,80,58,137.93,7,1,CSK,Eden Gardens,30-Apr-15
1088,Brendon McCullum,81,61,132.78,7,4,RR,Chidambaram,10-May-15
1089,Gautam Gambhir,57,43,132.55,7,1,MI,Eden Gardens,08-Apr-15
1090,Yuvraj Singh,57,44,129.54,7,2,MI,Wankhede Stadium,05-May-15
1091,Gautam Gambhir,58,46,126.08,7,1,RCB,Eden Gardens,11-Apr-15
1092,Andre Russell,41,17,241.17,6,2,RCB,Eden Gardens,11-Apr-15
1093,Brendon McCullum,46,20,230,6,2,MI,Wankhede Stadium,17-Apr-15
1094,Robin Uthappa,39,17,229.41,6,1,CSK,Chidambaram,28-Apr-15
1095,Sarfaraz Khan,45,21,214.28,6,1,RR,M. Chinnaswamy Stadium,29-Apr-15
1096,David Warner,57,27,211.11,6,4,RCB,M. Chinnaswamy Stadium,13-Apr-15
1097,Kieron Pollard,49,24,204.16,6,2,RCB,Wankhede Stadium,10-May-15
1098,Rohit Sharma,50,26,192.3,6,2,CSK,Eden Gardens,24-May-15
1099,Virender Sehwag,36,19,189.47,6,1,MI,Wankhede Stadium,12-Apr-15
1100,David Wiese,47,25,188,6,2,MI,M. Chinnaswamy Stadium,19-Apr-15
1101,Mayank Agarwal,37,21,176.19,6,1,RR,Arun Jaitley Stadium,12-Apr-15
1102,Virat Kohli,82,50,164,6,4,MI,Wankhede Stadium,10-May-15
1103,Karun Nair,61,38,160.52,6,2,DC,Brabourne Stadium,03-May-15
1104,David Warner,81,52,155.76,6,5,PBKS,Rajiv Gandhi Intl. Cricket Stadium,11-May-15
1105,Shane Watson,73,47,155.31,6,4,CSK,Narendra Modi Stadium,19-Apr-15
1106,Chris Gayle,62,40,155,6,4,DC,Arun Jaitley Stadium,26-Apr-15
1107,Shikhar Dhawan,54,35,154.28,6,2,RR,Brabourne Stadium,07-May-15
1108,Yusuf Pathan,40,26,153.84,6,1,DC,Arun Jaitley Stadium,20-Apr-15
1109,Virat Kohli,35,23,152.17,6,0,DC,Arun Jaitley Stadium,26-Apr-15
1110,Parthiv Patel,45,32,140.62,6,0,CSK,Chidambaram,08-May-15
1111,AB de Villiers,47,34,138.23,6,0,RR,Narendra Modi Stadium,24-Apr-15
1112,Ajinkya Rahane,76,55,138.18,6,2,CSK,Narendra Modi Stadium,19-Apr-15
1113,Ajinkya Rahane,74,54,137.03,6,2,PBKS,Narendra Modi Stadium,21-Apr-15
1114,Mayank Agarwal,52,40,130,6,1,PBKS,Arun Jaitley Stadium,01-May-15
1115,Lendl Simmons,51,42,121.42,6,1,SRH,Wankhede Stadium,25-Apr-15
1116,Murali Vijay,35,29,120.68,6,0,MI,Wankhede Stadium,12-Apr-15
1117,Dwayne Smith,34,31,109.67,6,0,DC,Chidambaram,09-Apr-15
1118,AB de Villiers,41,11,372.72,5,3,MI,M. Chinnaswamy Stadium,19-Apr-15
1119,Harbhajan Singh,64,24,266.66,5,6,PBKS,Wankhede Stadium,12-Apr-15
1120,Andre Russell,45,17,264.7,5,3,RCB,M. Chinnaswamy Stadium,02-May-15
1121,Moises Henriques,57,22,259.09,5,4,RCB,Rajiv Gandhi Intl. Cricket Stadium,15-May-15
1122,Wriddhiman Saha,31,12,258.33,5,1,RCB,IS Bindra Stadium,13-May-15
1123,Andre Russell,51,21,242.85,5,4,PBKS,Eden Gardens,09-May-15
1124,Axar Patel,40,21,190.47,5,2,RCB,M. Chinnaswamy Stadium,06-May-15
1125,Faf du Plessis,20,11,181.81,5,0,KKR,Eden Gardens,30-Apr-15
1126,Parthiv Patel,23,14,164.28,5,0,RR,Wankhede Stadium,01-May-15
1127,AB de Villiers,46,28,164.28,5,2,SRH,M. Chinnaswamy Stadium,13-Apr-15
1128,Parthiv Patel,59,36,163.88,5,3,PBKS,IS Bindra Stadium,03-May-15
1129,Shaun Marsh,65,40,162.5,5,3,RR,Narendra Modi Stadium,21-Apr-15
1130,David Warner,52,32,162.5,5,1,RCB,Rajiv Gandhi Intl. Cricket Stadium,15-May-15
1131,Rohit Sharma,50,31,161.29,5,1,CSK,Wankhede Stadium,17-Apr-15
1132,AB de Villiers,21,14,150,5,0,CSK,Chidambaram,04-May-15
1133,Shikhar Dhawan,26,18,144.44,5,0,CSK,Chidambaram,11-Apr-15
1134,Steve Smith,33,23,143.47,5,0,PBKS,Maharashtra Cricket Association's International Stadium,10-Apr-15
1135,Rohit Sharma,30,21,142.85,5,0,KKR,Wankhede Stadium,14-May-15
1136,Yusuf Pathan,52,37,140.54,5,2,MI,Wankhede Stadium,14-May-15
1137,Yuvraj Singh,54,39,138.46,5,3,PBKS,Maharashtra Cricket Association's International Stadium,15-Apr-15
1138,Gautam Gambhir,31,23,134.78,5,0,SRH,Eden Gardens,04-May-15
1139,Faf du Plessis,55,41,134.14,5,1,PBKS,IS Bindra Stadium,16-May-15
1140,George Bailey,60,45,133.33,5,2,KKR,Maharashtra Cricket Association's International Stadium,18-Apr-15
1141,David Warner,24,18,133.33,5,0,RR,Brabourne Stadium,07-May-15
1142,Faf du Plessis,45,34,132.35,5,1,MI,Wankhede Stadium,19-May-15
1143,JP Duminy,54,41,131.7,5,2,SRH,ACA-VDCA Stadium,18-Apr-15
1144,Corey Anderson,50,38,131.57,5,3,RR,Narendra Modi Stadium,14-Apr-15
1145,Gautam Gambhir,38,29,131.03,5,0,MI,Wankhede Stadium,14-May-15
1146,Shane Watson,45,35,128.57,5,2,PBKS,Narendra Modi Stadium,21-Apr-15
1147,Lendl Simmons,68,53,128.3,5,3,RCB,Wankhede Stadium,10-May-15
1148,Yusuf Pathan,44,35,125.71,5,1,RR,Brabourne Stadium,16-May-15
1149,Manoj Tiwary,32,28,114.28,5,0,KKR,Arun Jaitley Stadium,20-Apr-15
1150,Suresh Raina,52,46,113.04,5,1,RCB,Chidambaram,04-May-15
1151,Chris Gayle,35,10,350,4,3,SRH,Rajiv Gandhi Intl. Cricket Stadium,15-May-15
1152,Johan Botha,17,5,340,4,0,DC,Eden Gardens,07-May-15
1153,Mandeep Singh,45,18,250,4,3,KKR,M. Chinnaswamy Stadium,02-May-15
1154,Wriddhiman Saha,19,8,237.5,4,0,RR,Narendra Modi Stadium,21-Apr-15
1155,Eoin Morgan,63,28,225,4,5,RR,Brabourne Stadium,07-May-15
1156,Umesh Yadav,24,11,218.18,4,1,RR,Brabourne Stadium,16-May-15
1157,Kieron Pollard,64,30,213.33,4,5,CSK,Wankhede Stadium,17-Apr-15
1158,Pawan Negi,36,17,211.76,4,1,MI,Chidambaram,08-May-15
1159,Pawan Negi,27,13,207.69,4,1,KKR,Eden Gardens,30-Apr-15
1160,Ambati Rayudu,53,27,196.29,4,3,RR,Wankhede Stadium,01-May-15
1161,Glenn Maxwell,43,22,195.45,4,3,KKR,Eden Gardens,09-May-15
1162,Suresh Raina,62,32,193.75,4,6,RCB,M. Chinnaswamy Stadium,22-Apr-15
1163,George Bailey,61,32,190.62,4,3,MI,Wankhede Stadium,12-Apr-15
1164,Andre Russell,37,20,185,4,2,RR,Brabourne Stadium,16-May-15
1165,Faf du Plessis,33,18,183.33,4,1,RCB,M. Chinnaswamy Stadium,22-Apr-15
1166,MS Dhoni,53,29,182.75,4,4,SRH,Chidambaram,11-Apr-15
1167,AB de Villiers,66,38,173.68,4,4,RR,Maharashtra Cricket Association's International Stadium,20-May-15
1168,Andre Russell,55,32,171.87,4,4,CSK,Eden Gardens,30-Apr-15
1169,Jagadeesha Suchith,34,21,161.9,4,2,PBKS,Wankhede Stadium,12-Apr-15
1170,Yusuf Pathan,30,19,157.89,4,0,SRH,Eden Gardens,04-May-15
1171,KL Rahul,44,28,157.14,4,1,RCB,M. Chinnaswamy Stadium,13-Apr-15
1172,JP Duminy,67,43,155.81,4,3,RCB,M. Chinnaswamy Stadium,17-May-15
1173,Manish Pandey,23,15,153.33,4,0,RCB,Eden Gardens,11-Apr-15
1174,Faf du Plessis,33,22,150,4,0,SRH,Rajiv Gandhi Intl. Cricket Stadium,02-May-15
1175,Suresh Raina,43,29,148.27,4,2,MI,Wankhede Stadium,17-Apr-15
1176,Sarfaraz Khan,31,21,147.61,4,0,CSK,JSCA Stadium,22-May-15
1177,Parthiv Patel,28,19,147.36,4,1,DC,Arun Jaitley Stadium,23-Apr-15
1178,Manish Pandey,22,15,146.66,4,0,PBKS,Eden Gardens,09-May-15
1179,David Warner,28,20,140,4,0,DC,ACA-VDCA Stadium,18-Apr-15
1180,Parthiv Patel,35,25,140,4,1,CSK,Wankhede Stadium,19-May-15
1181,Ajinkya Rahane,23,17,135.29,4,0,CSK,Chidambaram,10-May-15
1182,Mandeep Singh,27,20,135,4,0,RR,M. Chinnaswamy Stadium,29-Apr-15
1183,Shreyas Iyer,54,40,135,4,3,PBKS,Arun Jaitley Stadium,01-May-15
1184,Corey Anderson,55,41,134.14,4,3,KKR,Eden Gardens,08-Apr-15
1185,Shikhar Dhawan,24,18,133.33,4,0,PBKS,Rajiv Gandhi Intl. Cricket Stadium,11-May-15
1186,Murali Vijay,28,21,133.33,4,1,KKR,Eden Gardens,09-May-15
1187,Iqbal Abdulla,20,15,133.33,4,0,MI,M. Chinnaswamy Stadium,19-Apr-15
1188,Murali Vijay,24,18,133.33,4,1,SRH,Rajiv Gandhi Intl. Cricket Stadium,11-May-15
1189,Brendon McCullum,20,15,133.33,4,0,RCB,Chidambaram,04-May-15
1190,Robin Uthappa,35,28,125,4,0,RCB,Eden Gardens,11-Apr-15
1191,Lendl Simmons,38,31,122.58,4,1,RR,Wankhede Stadium,01-May-15
1192,Ambati Rayudu,49,40,122.5,4,1,DC,Wankhede Stadium,05-May-15
1193,Yuvraj Singh,22,18,122.22,4,0,RR,Brabourne Stadium,03-May-15
1194,Virat Kohli,51,42,121.42,4,2,CSK,M. Chinnaswamy Stadium,22-Apr-15
1195,Suresh Raina,41,34,120.58,4,0,PBKS,IS Bindra Stadium,16-May-15
1196,Shikhar Dhawan,50,42,119.04,4,2,RCB,M. Chinnaswamy Stadium,13-Apr-15
1197,Shane Watson,26,22,118.18,4,1,RCB,Narendra Modi Stadium,24-Apr-15
1198,Ajinkya Rahane,46,39,117.94,4,0,MI,Narendra Modi Stadium,14-Apr-15
1199,Shikhar Dhawan,54,46,117.39,4,1,KKR,ACA-VDCA Stadium,22-Apr-15
1200,Quinton de Kock,108,51,211.76,15,3,RCB,M. Chinnaswamy Stadium,17-Apr-16
1201,Hashim Amla,96,56,171.42,14,2,SRH,IS Bindra Stadium,15-May-16
1202,Gautam Gambhir,90,60,150,13,1,SRH,Rajiv Gandhi Intl. Cricket Stadium,16-Apr-16
1203,Virat Kohli,113,50,226,12,8,PBKS,M. Chinnaswamy Stadium,18-May-16
1204,Aaron Finch,74,47,157.44,12,0,PBKS,IS Bindra Stadium,11-Apr-16
1205,Murali Vijay,89,57,156.14,12,1,RCB,IS Bindra Stadium,09-May-16
1206,David Warner,93,58,160.34,11,3,GL,Arun Jaitley Stadium,27-May-16
1207,Virat Kohli,100,63,158.73,11,1,GL,Saurashtra Cricket Association Stadium,24-Apr-16
1208,AB de Villiers,129,52,248.07,10,12,GL,M. Chinnaswamy Stadium,14-May-16
1209,Rohit Sharma,84,54,155.55,10,2,KKR,Eden Gardens,13-Apr-16
1210,Shikhar Dhawan,82,57,143.85,10,1,MI,ACA-VDCA Stadium,08-May-16
1211,Parthiv Patel,81,58,139.65,10,2,PBKS,IS Bindra Stadium,25-Apr-16
1212,Robin Uthappa,53,28,189.28,9,0,PBKS,IS Bindra Stadium,19-Apr-16
1213,David Warner,92,50,184,9,5,RCB,Rajiv Gandhi Intl. Cricket Stadium,30-Apr-16
1214,Rishabh Pant,69,40,172.5,9,2,GL,Saurashtra Cricket Association Stadium,03-May-16
1215,Dwayne Smith,63,37,170.27,9,1,RPS,Maharashtra Cricket Association's International Stadium,29-Apr-16
1216,AB de Villiers,55,33,166.66,9,1,DC,M. Chinnaswamy Stadium,17-Apr-16
1217,David Warner,74,48,154.16,9,0,GL,Saurashtra Cricket Association Stadium,21-Apr-16
1218,Suresh Raina,75,51,147.05,9,0,SRH,Saurashtra Cricket Association Stadium,21-Apr-16
1219,Quinton de Kock,59,42,140.47,9,1,PBKS,Arun Jaitley Stadium,15-Apr-16
1220,Karun Nair,68,50,136,9,1,KKR,Arun Jaitley Stadium,30-Apr-16
1221,Saurabh Tiwary,52,39,133.33,9,0,RCB,M. Chinnaswamy Stadium,07-May-16
1222,Steve Smith,101,54,187.03,8,5,GL,Maharashtra Cricket Association's International Stadium,29-Apr-16
1223,Virat Kohli,108,58,186.2,8,7,RPS,M. Chinnaswamy Stadium,07-May-16
1224,David Warner,69,38,181.57,8,3,RCB,M. Chinnaswamy Stadium,29-May-16
1225,Brendon McCullum,48,27,177.77,8,1,MI,Green Park,21-May-16
1226,Dinesh Karthik,51,29,175.86,8,1,KKR,Eden Gardens,08-May-16
1227,Suresh Raina,58,36,161.11,8,2,MI,Green Park,21-May-16
